Wake-up Time (Hour),Exercise,Meditation,Breakfast,Screen Time Before Work (min),Productivity Score
9.05,Yes,No,Yes,14.1,6.4
6.78,Yes,Yes,Yes,95.9,8.6
7.67,No,No,No,66.2,5.2
8.93,No,Yes,No,25.1,5.9
8.33,No,No,Yes,91.4,4.7
5.61,No,No,No,109.4,5.6
4.51,No,Yes,Yes,24.0,9.0
7.57,No,Yes,Yes,87.2,6.1
6.65,Yes,Yes,Yes,100.6,7.7
5.93,Yes,No,No,43.9,8.2
8.63,Yes,Yes,No,56.9,6.1
8.12,Yes,No,No,27.5,7.3
5.01,No,Yes,Yes,2.2,9.6
6.42,Yes,Yes,No,96.6,7.9
9.18,Yes,No,Yes,8.9,6.9
9.49,No,No,Yes,105.2,3.2
7.54,Yes,Yes,Yes,79.8,7.5
7.84,Yes,Yes,Yes,87.4,7.2
7.22,Yes,No,Yes,15.4,8.0
7.88,Yes,Yes,Yes,77.9,7.7
6.57,Yes,No,Yes,55.8,8.4
5.59,No,Yes,Yes,52.1,8.1
8.01,No,Yes,No,6.8,7.1
4.54,Yes,No,Yes,37.9,9.2
6.54,No,Yes,Yes,109.9,6.5
5.28,Yes,No,No,29.3,8.7
5.12,Yes,Yes,Yes,63.8,9.6
8.63,Yes,Yes,No,77.0,6.2
5.55,No,No,Yes,1.3,8.1
5.45,Yes,Yes,No,26.0,9.6
4.76,No,Yes,Yes,64.6,8.6
7.01,No,Yes,No,0.9,7.1
5.2,Yes,Yes,No,92.5,8.2
5.7,No,Yes,Yes,116.3,7.5
6.22,Yes,Yes,Yes,6.8,9.6
5.1,Yes,No,No,80.2,7.6
7.24,No,No,Yes,108.2,5.0
5.26,Yes,No,Yes,73.2,8.7
7.7,Yes,Yes,No,16.9,8.7
8.96,Yes,Yes,No,43.1,6.8
6.25,Yes,Yes,Yes,81.4,8.8
6.4,Yes,No,No,70.1,6.9
5.31,No,No,No,78.8,6.7
6.84,No,Yes,No,39.1,7.7
6.84,Yes,No,Yes,0.1,9.0
7.87,Yes,No,Yes,41.3,7.8
5.27,Yes,Yes,No,93.3,7.9
8.47,Yes,No,Yes,8.1,8.1
7.79,No,No,Yes,83.9,5.1
7.83,Yes,No,Yes,51.4,7.3
5.34,Yes,No,No,101.6,7.0
6.58,No,No,No,55.8,6.4
4.61,No,No,Yes,91.1,7.0
5.21,Yes,No,No,107.6,7.2
5.87,No,No,Yes,24.9,8.0
7.04,Yes,Yes,No,78.2,7.7
9.05,No,Yes,No,59.9,4.4
5.84,No,No,No,73.7,6.3
5.33,No,No,Yes,102.1,6.9
4.58,Yes,No,Yes,10.7,9.4
8.41,No,Yes,No,78.5,5.7
6.18,Yes,No,No,115.8,6.8
4.65,No,Yes,No,12.4,9.1
7.22,Yes,No,Yes,98.9,5.7
5.73,Yes,No,Yes,77.4,8.3
5.47,Yes,Yes,No,76.5,8.1
8.56,No,No,Yes,96.6,3.8
4.69,Yes,Yes,No,33.6,9.0
8.85,Yes,No,Yes,102.0,4.9
7.98,No,Yes,Yes,47.6,6.5
8.2,Yes,Yes,No,26.4,8.5
9.37,No,No,Yes,77.5,4.0
8.76,Yes,Yes,Yes,37.3,8.0
5.42,Yes,Yes,No,1.4,10.0
5.82,Yes,No,No,76.7,7.9
8.66,No,Yes,No,17.9,5.3
5.02,Yes,Yes,Yes,45.5,9.9
8.57,No,No,No,110.2,3.5
8.63,No,Yes,Yes,60.3,5.5
5.48,Yes,No,No,6.7,9.3
7.04,No,Yes,No,73.1,5.9
9.08,No,No,No,98.0,3.0
5.96,No,Yes,No,79.3,7.6
8.14,No,Yes,Yes,85.0,6.6
5.71,No,Yes,Yes,104.7,7.7
8.62,Yes,Yes,No,8.9,8.0
6.79,No,Yes,Yes,8.0,8.7
7.46,Yes,Yes,No,18.3,8.7
6.01,No,Yes,No,53.9,7.5
8.68,No,Yes,Yes,81.1,5.2
6.11,No,Yes,Yes,17.3,8.5
6.7,Yes,No,No,88.5,7.0
4.93,No,No,No,4.0,7.4
9.19,No,No,Yes,119.5,2.9
6.29,No,No,Yes,80.3,6.0
7.47,Yes,Yes,Yes,97.6,7.1
6.24,Yes,Yes,Yes,116.1,7.5
5.53,Yes,Yes,No,38.8,9.1
7.62,No,No,Yes,113.1,5.1
7.5,Yes,Yes,No,32.5,8.5
4.89,No,No,No,94.7,5.7
5.99,Yes,No,No,68.0,7.9
6.59,No,No,Yes,26.3,7.5
4.62,Yes,Yes,No,88.9,8.2
8.16,Yes,No,No,36.1,6.8
6.29,Yes,Yes,No,51.7,9.0
4.7,No,Yes,Yes,93.1,7.7
7.56,No,No,Yes,36.8,6.3
7.03,Yes,No,Yes,76.3,6.9
4.73,Yes,Yes,No,41.3,9.1
4.87,No,Yes,No,2.5,8.7
7.34,No,No,No,53.9,5.3
8.72,Yes,No,No,74.6,5.0
8.38,No,Yes,Yes,18.3,7.1
5.08,No,No,No,9.8,7.7
7.99,No,No,Yes,37.5,5.7
8.04,Yes,No,Yes,24.9,7.3
6.06,Yes,Yes,No,74.5,8.4
8.09,Yes,No,Yes,64.5,7.3
9.38,Yes,Yes,No,12.6,7.2
7.82,Yes,Yes,No,24.5,8.4
5.01,No,No,No,110.5,5.2
9.36,Yes,No,Yes,38.0,6.1
7.97,No,No,No,19.2,5.9
9.31,No,No,Yes,105.2,3.3
7.37,Yes,No,Yes,24.4,7.6
6.31,Yes,Yes,No,76.2,8.4
8.28,Yes,No,Yes,46.0,7.3
8.54,Yes,Yes,Yes,103.3,6.2
5.38,No,Yes,No,102.3,6.8
7.45,Yes,Yes,Yes,37.3,7.9
5.4,No,Yes,Yes,65.3,7.9
7.39,No,Yes,No,39.5,7.2
5.84,No,Yes,No,114.7,6.9
8.29,Yes,No,No,103.8,5.6
8.56,No,Yes,Yes,37.6,5.9
7.36,Yes,No,Yes,83.2,6.8
9.13,Yes,Yes,No,22.4,7.0
6.21,Yes,No,No,94.3,6.8
7.91,No,Yes,No,77.0,6.3
6.23,No,No,No,74.4,5.8
4.56,Yes,Yes,Yes,11.0,10.0
7.44,Yes,Yes,No,113.3,6.2
6.19,Yes,No,Yes,75.1,7.7
8.31,Yes,No,No,2.3,7.9
7.28,Yes,No,Yes,112.5,6.0
6.78,No,Yes,No,95.1,6.6
6.25,No,No,Yes,98.5,5.8
6.53,No,Yes,No,16.3,8.0
7.45,Yes,No,No,53.8,6.5
5.36,No,Yes,No,84.4,7.3
9.21,No,No,Yes,58.1,4.2
6.63,Yes,Yes,No,57.4,8.4
4.75,No,No,No,84.2,6.5
6.79,No,No,No,64.6,6.4
5.84,Yes,No,No,72.8,8.1
4.89,Yes,Yes,No,34.8,9.5
7.77,Yes,Yes,No,105.2,6.3
4.51,No,No,No,20.7,7.1
6.64,No,No,Yes,56.2,7.0
5.2,No,Yes,No,25.8,8.7
4.65,No,Yes,Yes,101.8,7.1
5.76,No,Yes,No,66.4,7.9
6.29,No,No,Yes,65.9,6.7
7.29,No,No,Yes,8.7,6.7
6.19,Yes,Yes,No,119.1,7.2
9.1,No,Yes,No,73.4,5.1
9.15,No,Yes,No,31.7,6.1
7.21,No,No,No,51.8,5.1
6.42,Yes,Yes,No,75.7,7.3
5.59,Yes,No,Yes,22.0,9.2
7.81,No,Yes,No,14.2,7.2
6.54,No,No,Yes,102.8,5.5
7.48,Yes,Yes,No,98.6,6.5
8.92,No,Yes,Yes,73.6,5.0
8.34,No,No,No,21.9,6.2
5.2,Yes,Yes,Yes,96.4,8.2
8.82,No,Yes,No,4.0,6.2
5.57,Yes,Yes,Yes,26.9,9.8
8.11,No,Yes,Yes,114.5,5.8
6.62,No,Yes,Yes,111.0,6.9
8.9,Yes,Yes,Yes,72.2,7.0
9.11,No,Yes,Yes,41.1,5.7
8.98,No,Yes,Yes,29.8,5.9
7.91,Yes,No,Yes,18.0,8.0
9.05,No,Yes,Yes,85.8,4.7
4.98,Yes,No,Yes,102.1,7.9
5.21,Yes,No,No,37.0,9.0
4.77,No,Yes,Yes,53.8,8.1
5.04,No,Yes,No,77.4,7.2
7.04,No,Yes,No,103.2,5.5
7.05,Yes,Yes,Yes,87.2,7.0
4.51,No,Yes,No,75.1,7.3
5.61,No,No,Yes,48.9,7.8
8.0,Yes,No,Yes,11.4,7.8
8.15,No,No,No,79.7,5.2
5.17,No,No,Yes,72.7,7.3
9.19,Yes,Yes,Yes,12.1,7.7
6.54,No,Yes,No,103.3,6.1
8.0,No,No,No,13.7,6.6
5.21,No,No,No,119.0,5.4
6.41,Yes,No,No,70.4,7.0
7.65,Yes,No,Yes,87.4,6.6
8.03,No,Yes,No,100.0,5.1
6.28,No,Yes,Yes,1.6,9.4
8.57,Yes,Yes,No,97.3,4.9
7.85,No,No,No,16.1,5.8
6.27,Yes,Yes,No,11.3,9.1
8.65,Yes,Yes,No,119.2,5.0
9.41,Yes,No,Yes,103.4,4.7
8.85,No,No,No,113.0,3.3
4.96,Yes,No,Yes,10.2,9.7
4.56,No,No,Yes,114.1,6.1
6.29,Yes,Yes,Yes,67.3,8.7
6.84,Yes,Yes,Yes,80.4,8.4
6.94,No,Yes,Yes,65.0,7.8
6.36,Yes,No,No,35.6,8.1
6.67,No,Yes,Yes,16.1,8.0
8.84,No,Yes,Yes,54.9,6.1
5.13,Yes,No,Yes,53.7,9.0
9.47,Yes,No,No,85.4,5.3
8.69,Yes,Yes,Yes,103.8,5.9
5.41,No,No,No,90.2,5.6
7.38,No,Yes,No,102.2,5.6
7.15,Yes,Yes,Yes,77.7,8.0
4.96,Yes,Yes,Yes,70.2,9.6
4.79,No,No,Yes,50.6,7.7
6.35,Yes,No,Yes,62.4,7.5
7.93,Yes,Yes,No,99.4,7.0
8.55,Yes,Yes,Yes,117.9,5.1
6.83,No,No,Yes,60.0,6.9
6.7,Yes,Yes,Yes,39.0,8.7
6.74,No,Yes,Yes,50.1,8.2
7.92,Yes,No,Yes,41.2,8.0
5.73,Yes,Yes,Yes,43.5,9.5
7.1,No,Yes,Yes,56.2,6.5
6.59,Yes,No,Yes,98.7,7.7
6.16,Yes,Yes,No,37.1,8.5
5.56,Yes,No,No,7.3,9.5
4.52,Yes,Yes,Yes,75.4,9.6
8.59,Yes,No,Yes,25.7,7.0
5.06,No,No,No,99.7,6.0
8.58,Yes,Yes,No,74.1,6.1
8.33,Yes,Yes,No,99.7,7.2
9.05,Yes,Yes,Yes,38.3,7.0
9.31,Yes,No,Yes,8.8,6.5
8.55,Yes,No,No,3.7,6.3
4.96,Yes,No,Yes,45.2,8.6
9.42,Yes,Yes,No,7.0,7.3
6.9,Yes,Yes,Yes,22.4,10.0
7.2,No,Yes,Yes,65.8,7.1
8.22,No,Yes,No,103.0,5.4
5.67,Yes,Yes,Yes,33.7,10.0
5.2,No,Yes,Yes,39.4,8.7
7.48,No,No,No,56.7,5.5
8.92,Yes,Yes,Yes,47.8,6.8
5.7,Yes,Yes,Yes,24.8,10.0
7.98,No,No,Yes,53.4,5.6
6.69,Yes,No,Yes,56.9,8.4
9.35,Yes,No,Yes,69.2,5.3
8.46,No,No,Yes,50.6,5.5
4.98,Yes,Yes,No,28.4,9.9
8.23,Yes,No,Yes,77.5,6.4
8.92,Yes,No,No,33.1,5.5
4.98,Yes,No,No,59.8,7.9
6.77,No,No,No,62.4,6.0
8.58,No,Yes,No,64.1,5.2
5.05,No,Yes,No,88.0,6.8
9.01,No,No,No,38.0,4.7
5.89,Yes,No,No,63.1,8.3
5.98,No,No,No,55.0,7.0
6.73,Yes,No,No,109.3,6.3
8.42,No,No,No,113.1,4.0
5.69,No,No,No,1.2,7.6
9.3,No,Yes,No,46.9,5.0
5.32,Yes,No,Yes,61.1,8.6
4.68,No,No,Yes,96.4,6.9
6.7,No,No,Yes,44.0,6.8
6.01,Yes,No,No,77.3,7.1
6.2,Yes,Yes,No,54.1,8.8
6.67,No,No,Yes,14.7,8.0
6.92,Yes,No,No,95.6,6.3
7.61,Yes,Yes,No,58.6,7.1
8.21,Yes,Yes,No,22.0,8.6
5.51,No,Yes,No,32.4,8.0
6.81,No,Yes,Yes,49.9,8.3
4.85,Yes,Yes,No,55.2,9.9
8.97,Yes,Yes,No,21.2,7.1
5.16,Yes,Yes,No,20.0,9.9
5.74,Yes,Yes,Yes,107.1,8.5
8.18,No,No,No,47.6,5.9
6.13,Yes,Yes,Yes,62.8,8.8
7.71,Yes,No,No,16.9,7.2
8.7,Yes,No,Yes,83.2,5.1
9.33,No,Yes,No,23.4,5.6
9.03,No,Yes,No,89.0,5.0
7.25,No,Yes,Yes,18.3,7.2
5.6,Yes,No,No,57.2,7.8
5.69,Yes,Yes,Yes,71.6,9.2
6.37,Yes,No,Yes,35.2,8.8
8.72,No,Yes,No,110.1,4.2
5.43,Yes,Yes,Yes,26.7,10.0
9.18,No,Yes,Yes,31.5,6.3
8.9,Yes,No,No,53.8,4.8
4.81,Yes,Yes,Yes,52.7,9.5
6.79,Yes,No,No,74.4,7.2
6.19,Yes,Yes,Yes,44.2,8.7
5.95,No,No,Yes,85.7,7.2
9.12,Yes,No,No,98.6,5.1
8.26,Yes,No,No,56.5,6.4
4.52,Yes,No,No,42.4,8.6
8.8,No,Yes,Yes,115.5,4.8
8.5,No,No,No,3.7,5.3
6.33,No,Yes,No,4.1,8.5
5.76,No,No,Yes,112.8,6.3
5.38,No,No,No,86.6,6.2
6.87,Yes,Yes,No,100.1,7.8
7.8,Yes,Yes,Yes,0.6,9.8
8.88,Yes,No,No,43.3,5.4
8.17,Yes,No,Yes,113.0,5.7
7.63,Yes,Yes,Yes,119.5,7.1
9.0,Yes,No,Yes,38.6,6.2
9.23,No,No,Yes,61.0,4.5
8.82,No,No,Yes,51.0,4.9
6.44,No,Yes,Yes,45.3,7.5
8.93,Yes,No,Yes,21.7,6.5
7.23,No,Yes,Yes,68.1,6.2
4.6,No,No,Yes,5.6,8.8
7.16,Yes,Yes,No,48.0,7.6
8.48,No,Yes,No,31.2,7.2
5.8,Yes,Yes,Yes,79.4,8.6
5.34,Yes,No,Yes,12.2,10.0
4.84,No,Yes,Yes,9.2,9.3
7.75,Yes,Yes,Yes,88.4,7.0
8.95,Yes,Yes,Yes,56.3,7.1
7.61,Yes,Yes,No,20.4,8.1
5.66,Yes,No,Yes,61.2,8.0
6.78,No,No,No,47.9,6.9
8.7,Yes,No,Yes,108.7,5.2
8.8,No,No,No,21.0,4.7
7.92,Yes,No,No,110.8,5.2
9.22,No,Yes,Yes,91.2,5.2
7.8,Yes,No,Yes,2.7,8.5
5.94,No,Yes,Yes,92.6,7.9
7.29,Yes,Yes,Yes,75.8,7.6
4.84,Yes,Yes,No,86.6,8.3
7.21,Yes,Yes,No,73.7,7.0
5.14,No,Yes,No,46.4,8.3
6.78,Yes,No,No,16.6,8.5
8.43,No,Yes,Yes,5.0,8.1
6.15,Yes,Yes,Yes,23.2,9.8
7.11,No,Yes,No,2.5,7.3
7.91,No,Yes,Yes,62.8,7.0
7.66,Yes,No,Yes,62.4,7.0
6.16,Yes,No,Yes,86.1,7.2
7.42,Yes,No,No,75.4,6.5
6.09,No,No,Yes,107.1,5.3
5.44,Yes,No,Yes,8.4,9.4
5.5,No,No,No,57.7,6.9
7.6,Yes,Yes,No,66.9,7.5
8.29,No,No,Yes,68.3,5.1
4.75,Yes,Yes,Yes,96.0,8.6
9.15,Yes,No,No,85.6,4.6
7.42,No,No,Yes,76.5,5.0
6.23,Yes,No,No,25.8,8.5
6.08,No,No,Yes,79.7,6.5
6.24,No,Yes,Yes,119.3,6.5
7.8,Yes,Yes,Yes,85.3,7.8
8.28,No,Yes,Yes,26.7,7.0
4.97,No,No,Yes,112.8,6.5
4.95,No,Yes,Yes,81.4,7.2
5.96,Yes,Yes,No,52.8,9.0
5.64,Yes,Yes,No,58.2,9.3
6.42,No,Yes,Yes,64.9,7.6
8.15,Yes,Yes,Yes,24.2,8.6
5.97,Yes,No,No,54.2,7.8
7.55,Yes,No,No,57.2,7.0
9.21,Yes,No,No,18.2,6.3
8.83,Yes,No,Yes,107.5,5.0
5.5,No,No,No,33.2,7.4
5.2,No,Yes,Yes,22.1,9.7
4.53,Yes,Yes,Yes,103.5,8.8
9.09,Yes,Yes,Yes,0.9,8.3
6.12,Yes,Yes,Yes,62.8,9.1
8.99,No,Yes,Yes,108.1,4.7
8.34,No,No,Yes,53.6,5.8
5.92,No,Yes,Yes,34.2,8.6
6.04,Yes,No,No,22.5,7.9
9.0,Yes,No,No,62.0,4.8
7.1,Yes,Yes,No,80.1,7.5
9.47,Yes,Yes,Yes,43.2,7.5
9.24,Yes,Yes,Yes,18.6,7.6
7.83,Yes,No,Yes,62.7,7.4
9.25,Yes,Yes,Yes,24.2,7.6
6.94,Yes,Yes,No,113.1,7.4
9.08,No,No,Yes,1.1,5.6
9.23,No,Yes,Yes,59.8,5.6
6.49,No,No,No,79.8,6.1
6.32,No,No,No,70.9,5.6
7.24,Yes,Yes,Yes,89.7,7.4
6.96,Yes,No,No,10.5,8.6
7.15,Yes,No,Yes,15.4,8.4
6.5,Yes,No,Yes,68.4,8.3
8.34,No,Yes,No,42.0,6.6
7.38,No,Yes,Yes,84.1,6.6
5.58,Yes,No,Yes,53.0,8.9
5.61,Yes,No,No,4.2,8.8
7.11,Yes,Yes,Yes,5.0,8.9
6.0,No,No,Yes,67.5,6.7
8.96,Yes,No,Yes,36.5,6.8
9.44,No,Yes,Yes,88.9,4.6
4.74,No,Yes,Yes,106.4,7.5
6.98,No,Yes,No,105.6,6.0
8.26,Yes,No,No,32.0,7.7
9.15,No,No,Yes,15.0,5.0
8.38,No,No,No,85.2,4.4
7.92,No,No,No,1.9,6.6
8.66,Yes,Yes,No,77.0,5.8
6.4,Yes,No,Yes,10.2,8.6
8.5,Yes,Yes,No,83.0,6.5
6.42,No,No,Yes,46.9,7.3
7.72,Yes,No,No,1.6,8.0
9.43,No,Yes,Yes,70.4,5.7
4.98,Yes,Yes,No,88.2,8.4
5.67,No,No,Yes,64.5,6.9
5.02,Yes,No,Yes,30.1,9.1
5.24,No,No,Yes,38.5,8.1
9.05,Yes,No,No,64.2,5.3
5.57,Yes,No,Yes,119.2,7.1
5.86,Yes,No,Yes,77.8,7.9
8.4,Yes,Yes,No,32.0,8.0
5.22,No,No,No,113.1,5.3
4.6,Yes,No,Yes,104.2,7.3
5.63,Yes,Yes,Yes,110.1,8.6
5.22,Yes,Yes,Yes,111.1,8.9
9.18,No,Yes,Yes,79.1,5.0
8.16,Yes,No,Yes,18.3,8.4
7.18,Yes,Yes,No,91.6,6.3
4.68,Yes,Yes,Yes,76.1,9.1
7.92,No,Yes,Yes,77.4,6.4
7.8,Yes,No,Yes,80.4,6.8
9.19,Yes,Yes,Yes,117.6,5.3
8.6,No,No,Yes,17.6,5.1
9.1,No,No,No,67.2,3.7
9.31,Yes,No,Yes,84.9,5.1
7.88,No,Yes,Yes,87.7,6.0
7.99,Yes,Yes,No,69.8,7.2
6.09,No,Yes,No,89.3,6.5
6.27,Yes,Yes,Yes,1.8,10.0
7.83,No,Yes,Yes,116.3,5.8
7.01,Yes,No,Yes,106.0,5.7
6.55,Yes,Yes,Yes,6.4,9.4
7.26,Yes,No,Yes,85.0,6.1
6.47,No,No,No,13.3,7.4
8.63,Yes,Yes,No,14.0,6.8
5.8,No,No,No,25.4,7.3
9.33,No,Yes,No,102.9,4.5
4.57,No,No,Yes,13.4,8.0
7.72,Yes,Yes,Yes,106.0,7.1
6.55,Yes,Yes,Yes,83.9,8.6
6.6,Yes,Yes,Yes,34.5,9.4
6.0,Yes,Yes,No,6.5,9.8
5.91,No,No,No,100.5,5.6
8.1,Yes,No,Yes,25.2,7.3
8.69,No,Yes,No,9.9,5.5
7.65,No,Yes,Yes,113.1,5.7
6.76,Yes,No,No,116.8,6.0
5.04,Yes,No,No,56.5,7.9
7.87,Yes,No,Yes,69.2,6.9
9.08,No,Yes,No,29.2,5.3
4.92,No,No,No,114.0,5.8
7.67,No,Yes,Yes,40.1,6.9
7.49,No,Yes,No,76.1,5.7
7.33,No,No,No,115.2,4.1
7.4,Yes,Yes,No,91.8,6.8
8.42,Yes,No,No,76.5,5.9
7.06,Yes,No,Yes,62.8,6.9
7.86,No,No,No,56.2,5.3
8.51,No,No,Yes,90.8,3.8
9.48,No,Yes,No,8.0,5.6
8.7,No,No,No,90.7,3.6
5.57,No,No,No,84.9,6.1
8.84,No,No,Yes,23.9,5.0
9.3,No,No,No,62.0,4.0
6.26,Yes,No,No,99.7,6.5
5.12,No,No,Yes,62.5,7.6
9.29,Yes,No,Yes,119.5,4.8
7.26,Yes,No,Yes,65.8,7.4
4.6,Yes,Yes,Yes,113.1,9.0
7.19,Yes,No,No,92.8,5.9
5.56,Yes,No,No,101.7,7.8
5.1,No,No,Yes,35.0,8.0
8.78,Yes,Yes,No,90.2,5.3
7.81,No,Yes,Yes,1.0,8.1
6.89,No,No,No,7.1,7.3
4.81,No,No,Yes,41.5,7.3
5.6,No,No,No,23.5,7.4
5.04,Yes,No,No,63.3,8.2
8.63,No,No,Yes,98.9,3.7
5.95,No,No,No,49.8,7.1
7.15,No,No,No,74.9,5.1
9.09,No,No,No,113.3,3.3
4.83,No,Yes,Yes,117.5,7.3
4.62,Yes,No,Yes,57.5,8.4
4.92,Yes,Yes,Yes,63.9,9.2
5.04,Yes,Yes,Yes,50.9,9.3
7.3,No,Yes,No,18.2,6.7
9.48,No,Yes,No,3.9,6.3
8.36,No,No,No,75.1,4.7
7.49,No,Yes,No,117.0,5.2
6.89,Yes,Yes,Yes,15.9,9.5
6.87,Yes,Yes,No,5.4,9.8
8.54,Yes,No,Yes,65.0,5.6
7.74,No,No,No,0.5,7.0
7.63,No,No,No,118.6,4.0
7.62,Yes,Yes,Yes,55.4,7.9
6.85,No,Yes,Yes,43.2,8.3
8.0,Yes,No,Yes,97.0,6.4
6.19,No,Yes,Yes,59.2,7.9
7.41,No,Yes,Yes,25.4,7.7
4.67,Yes,No,No,23.6,8.8
9.42,No,Yes,Yes,63.6,5.5
5.01,No,No,No,96.9,6.1
9.32,Yes,No,No,82.8,4.6
7.16,No,No,No,110.0,4.1
7.47,Yes,Yes,No,22.3,8.4
6.68,Yes,No,Yes,51.9,8.2
4.53,No,Yes,No,61.5,7.6
4.65,No,Yes,No,112.8,6.8
8.77,Yes,No,No,28.3,6.3
7.19,No,No,No,47.1,5.4
6.42,No,Yes,Yes,73.9,7.2
7.3,No,No,No,94.4,4.6
9.13,No,Yes,No,53.3,4.8
5.69,No,Yes,No,97.9,7.4
8.26,No,Yes,Yes,54.0,7.0
6.15,Yes,No,Yes,5.7,9.2
7.93,Yes,No,Yes,18.4,8.4
6.91,Yes,No,No,80.7,7.1
8.94,Yes,Yes,No,116.0,4.8
8.35,Yes,No,No,86.7,5.3
7.73,Yes,Yes,No,33.0,8.2
6.33,No,Yes,No,83.5,6.6
7.55,Yes,No,Yes,108.9,6.3
6.33,No,Yes,Yes,26.1,8.6
7.85,Yes,Yes,No,58.8,7.3
7.79,Yes,Yes,Yes,42.1,8.2
8.78,No,No,No,20.3,5.3
9.23,No,No,Yes,68.3,4.4
8.29,Yes,No,No,110.2,5.2
6.59,No,Yes,No,101.5,6.4
6.25,Yes,No,Yes,106.3,7.4
4.58,No,Yes,Yes,28.7,8.6
8.19,Yes,No,No,97.7,6.3
6.78,No,No,No,117.6,4.7
8.73,No,No,No,4.6,5.2
6.92,Yes,No,Yes,102.8,7.1
8.98,No,Yes,No,106.3,4.3
7.13,No,Yes,Yes,100.7,5.4
8.11,No,Yes,No,33.0,7.0
7.55,No,No,Yes,83.9,5.4
6.4,No,No,Yes,10.9,8.1
8.73,No,Yes,No,0.7,6.1
6.16,No,Yes,Yes,49.6,7.6
8.63,Yes,Yes,Yes,113.1,6.2
7.34,No,Yes,Yes,87.2,6.5
6.78,Yes,Yes,Yes,63.0,9.6
7.39,No,No,No,25.3,5.8
6.31,Yes,No,Yes,34.7,9.0
6.1,Yes,Yes,No,101.5,7.9
8.35,No,No,Yes,67.3,5.5
5.01,Yes,Yes,No,0.2,10.0
9.22,No,Yes,No,98.2,4.4
8.13,Yes,Yes,Yes,39.5,8.4
8.85,No,No,Yes,9.5,5.6
5.67,Yes,Yes,Yes,87.4,8.3
8.56,Yes,No,No,15.9,6.5
5.21,Yes,No,No,67.9,7.9
9.19,No,Yes,No,9.7,6.6
5.13,Yes,No,No,78.7,7.8
7.01,No,No,Yes,38.1,6.4
5.93,No,No,Yes,55.2,7.7
4.95,No,No,No,63.4,6.7
6.39,No,Yes,Yes,71.7,7.3
6.93,No,No,No,61.9,5.9
5.54,Yes,Yes,No,77.7,8.7
5.02,No,No,Yes,56.2,7.5
5.21,No,No,Yes,37.5,7.8
6.14,Yes,No,No,13.2,8.0
9.42,Yes,No,Yes,28.3,6.4
7.35,No,Yes,Yes,59.8,7.2
5.93,No,No,No,22.0,8.0
8.83,Yes,Yes,Yes,43.7,7.3
8.87,Yes,Yes,No,81.0,6.3
6.33,Yes,No,Yes,88.2,7.3
8.48,Yes,No,Yes,15.0,8.2
7.68,No,Yes,No,48.6,6.8
8.84,No,No,No,102.5,3.0
7.58,No,No,Yes,93.7,5.3
8.95,Yes,No,No,99.8,4.8
8.54,No,Yes,Yes,100.5,4.9
9.25,No,No,No,28.0,4.3
4.86,No,No,Yes,26.0,8.4
5.13,Yes,No,No,89.7,7.9
6.58,No,No,No,59.4,6.1
5.24,Yes,No,Yes,25.5,8.9
5.35,No,Yes,Yes,48.4,8.8
7.81,Yes,No,No,97.4,5.8
5.48,No,No,No,41.5,6.9
5.03,No,Yes,Yes,20.8,9.3
6.87,No,Yes,Yes,90.9,6.8
8.2,No,No,No,111.9,4.3
7.57,Yes,Yes,Yes,104.4,7.1
8.73,No,Yes,Yes,73.5,5.6
9.48,Yes,No,No,6.9,6.3
5.53,Yes,Yes,No,5.0,10.0
7.67,Yes,Yes,Yes,14.4,8.6
8.65,Yes,No,No,68.7,5.4
6.67,No,Yes,Yes,83.8,6.9
8.39,Yes,No,No,91.6,6.1
9.21,Yes,Yes,No,66.9,6.3
7.96,No,Yes,No,55.3,5.8
5.07,No,No,Yes,45.1,7.2
8.8,No,Yes,Yes,107.9,4.8
7.48,Yes,No,No,106.9,5.0
6.85,Yes,No,Yes,66.4,7.6
8.42,No,No,Yes,87.8,4.9
7.26,No,No,No,94.8,4.0
5.88,Yes,No,No,56.6,8.5
5.25,Yes,No,Yes,55.5,8.4
7.2,No,No,No,59.9,4.9
5.11,Yes,Yes,Yes,15.6,10.0
9.28,Yes,Yes,Yes,7.9,7.3
7.33,No,Yes,Yes,40.6,7.5
6.21,No,No,Yes,76.9,6.8
9.11,No,No,Yes,49.2,5.3
8.12,No,Yes,Yes,70.0,6.5
6.62,No,No,No,70.4,5.9
8.34,No,Yes,No,30.1,6.6
5.59,Yes,No,No,90.4,7.5
8.42,No,No,No,30.9,5.4
5.33,No,Yes,No,90.3,7.1
5.32,Yes,Yes,No,9.1,9.8
4.93,Yes,No,No,94.3,7.4
6.74,No,No,Yes,84.2,6.4
6.62,No,Yes,No,28.1,7.7
7.17,Yes,No,Yes,83.1,6.7
7.81,Yes,No,Yes,105.1,6.1
7.98,No,Yes,Yes,70.8,6.8
6.62,No,Yes,Yes,101.5,6.9
7.41,Yes,No,No,38.7,6.7
8.84,Yes,No,No,90.5,4.3
6.44,No,Yes,Yes,96.6,6.8
5.77,No,No,No,105.0,5.7
7.99,Yes,No,No,42.9,6.6
7.89,Yes,Yes,Yes,115.7,6.5
7.25,No,Yes,Yes,65.0,6.6
8.9,Yes,Yes,Yes,10.6,7.8
5.39,Yes,Yes,No,97.8,8.2
6.46,Yes,Yes,Yes,109.6,8.5
7.97,No,Yes,Yes,70.5,7.0
8.25,No,No,Yes,78.6,5.1
